,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
102,102,40,52,566050.0,138850.0,10400052,3,0,4,0,0,0,0,138850.0,566050.0,102,1,1,3,3,2,3,4,3,0,2,1,0,0.0,0.0,0.0,0,0.25,0.0,5.25,10.0,8.0,11.0,5.0,5
103,103,40,53,566150.0,138850.0,10400053,3,0,4,0,0,0,0,138850.0,566150.0,103,1,1,3,3,2,3,4,3,1,2,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,10.0,8.0,11.0,6.0,5
104,104,40,54,566250.0,138850.0,10400054,3,0,3,0,0,0,0,138850.0,566250.0,104,1,1,3,3,2,3,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,9.0,8.0,10.0,7.0,4
105,105,40,55,566350.0,138850.0,10400055,3,0,3,0,0,0,0,138850.0,566350.0,105,1,1,3,3,2,3,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,9.0,8.0,10.0,7.0,4
106,106,40,56,566450.0,138850.0,10400056,2,0,2,0,0,0,0,138850.0,566450.0,106,1,1,3,3,2,3,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,4.0,8.0,7.0,9.0,6.0,3
107,107,40,57,566550.0,138850.0,10400057,2,0,2,0,0,0,0,138850.0,566550.0,107,1,1,3,3,2,2,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,4.0,8.0,6.0,9.0,7.0,3
108,108,40,58,566650.0,138850.0,10400058,1,0,1,0,0,0,0,138850.0,566650.0,108,0,1,3,2,2,2,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,5.0,8.0,6.0,2
109,109,40,59,566750.0,138850.0,10400059,1,0,1,0,0,0,0,138850.0,566750.0,109,0,1,3,2,2,2,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,5.0,8.0,6.0,2
110,110,40,60,566850.0,138850.0,10400060,0,0,0,0,0,0,0,138850.0,566850.0,110,0,1,3,2,2,2,4,3,0,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,4.0,7.0,4.0,1
111,111,40,61,566950.0,138850.0,10400061,0,0,0,0,0,0,0,138850.0,566950.0,111,0,1,3,2,2,2,4,3,0,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,4.0,7.0,4.0,1
112,112,40,62,567050.0,138850.0,10400062,0,0,0,0,0,0,0,138850.0,567050.0,112,0,1,3,2,2,1,4,3,0,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,3.0,7.0,4.0,1
113,113,40,63,567150.0,138850.0,10400063,0,0,0,0,0,0,0,138850.0,567150.0,113,0,1,3,2,3,1,4,3,0,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,4.0,7.0,4.0,1
114,114,40,64,567250.0,138850.0,10400064,1,0,1,0,0,0,0,138850.0,567250.0,114,1,2,3,2,3,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,4.0,6.0,5.0,8.0,6.0,2
115,115,40,65,567350.0,138850.0,10400065,1,0,1,0,0,0,0,138850.0,567350.0,115,1,3,2,2,2,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,4.0,8.0,6.0,2
116,116,40,66,567450.0,138850.0,10400066,1,0,2,0,0,0,0,138850.0,567450.0,116,2,3,2,2,2,1,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,4.0,9.0,5.0,3
117,117,40,67,567550.0,138850.0,10400067,1,0,2,0,0,0,0,138850.0,567550.0,117,3,2,3,1,2,1,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,4.0,9.0,5.0,3
118,118,40,68,567650.0,138850.0,10400068,1,0,3,0,0,0,0,138850.0,567650.0,118,3,2,4,1,2,1,4,3,1,2,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,8.0,4.0,10.0,4.0,4
119,119,40,69,567750.0,138850.0,10400069,2,0,3,0,0,0,0,138850.0,567750.0,119,3,1,4,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,4.0,10.0,6.0,4
120,120,40,70,567850.0,138850.0,10400070,2,0,4,0,0,0,0,138850.0,567850.0,120,3,1,4,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,8.0,4.0,11.0,6.0,5
121,121,40,71,567950.0,138850.0,10400071,3,0,4,0,0,0,0,138850.0,567950.0,121,4,1,4,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,1.0,8.0,9.0,5.0,11.0,7.0,5
122,122,40,72,568050.0,138850.0,10400072,3,0,4,0,0,0,0,138850.0,568050.0,122,4,1,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,1.0,8.0,9.0,4.0,11.0,7.0,5
123,123,40,73,568150.0,138850.0,10400073,4,0,4,0,0,0,0,138850.0,568150.0,123,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,1.0,8.0,9.0,5.0,11.0,8.0,5
124,124,40,74,568250.0,138850.0,10400074,4,0,4,0,0,0,0,138850.0,568250.0,124,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,1.0,1.0,9.0,9.0,5.0,11.0,8.0,5
125,125,40,75,568350.0,138850.0,10400075,3,0,4,0,0,0,0,138850.0,568350.0,125,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,1.0,1.0,8.0,9.0,4.0,11.0,7.0,5
126,126,40,76,568450.0,138850.0,10400076,3,0,4,0,0,0,0,138850.0,568450.0,126,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,8.0,4.0,11.0,7.0,5
127,127,40,77,568550.0,138850.0,10400077,4,0,4,0,0,0,0,138850.0,568550.0,127,4,0,2,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,5.0,11.0,8.0,5
128,128,40,78,568650.0,138850.0,10400078,4,0,4,0,0,0,0,138850.0,568650.0,128,4,0,1,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,5.0,5.0,11.0,8.0,5
129,129,40,79,568750.0,138850.0,10400079,4,0,4,0,0,0,0,138850.0,568750.0,129,4,0,1,1,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,5.0,11.0,8.0,5
130,130,40,80,568850.0,138850.0,10400080,4,0,4,0,0,0,0,138850.0,568850.0,130,4,0,1,1,1,0,4,3,2,1,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,5.0,11.0,7.0,5
131,131,40,81,568950.0,138850.0,10400081,4,0,4,0,0,0,0,138850.0,568950.0,131,4,1,1,1,2,0,4,3,2,1,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,6.0,11.0,7.0,5
132,132,40,82,569050.0,138850.0,10400082,4,0,4,0,0,0,0,138850.0,569050.0,132,4,1,1,1,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,6.0,11.0,8.0,5
133,133,40,83,569150.0,138850.0,10400083,4,0,4,0,0,0,0,138850.0,569150.0,133,4,1,1,1,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,6.0,11.0,8.0,5
134,134,40,84,569250.0,138850.0,10400084,4,0,4,0,0,0,0,138850.0,569250.0,134,4,1,1,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,5.0,6.0,11.0,8.0,5
135,135,40,85,569350.0,138850.0,10400085,4,0,4,0,0,0,0,138850.0,569350.0,135,3,1,1,0,2,1,4,3,3,2,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,5.0,7.0,11.0,9.0,5
136,136,40,86,569450.0,138850.0,10400086,4,0,4,0,0,0,0,138850.0,569450.0,136,3,2,2,0,2,1,4,3,3,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,7.0,11.0,9.0,5
137,137,40,87,569550.0,138850.0,10400087,4,0,4,0,0,0,0,138850.0,569550.0,137,3,2,2,0,2,1,4,3,3,2,1,0,0.0,0.0,0.0,0,0.25,0.25,9.25,6.25,7.0,11.0,9.0,5
138,138,40,88,569650.0,138850.0,10400088,4,0,4,0,0,0,0,138850.0,569650.0,138,3,2,2,0,3,1,4,3,3,2,1,0,0.0,0.0,0.0,0,0.25,0.25,9.25,6.25,8.0,11.0,9.0,5
139,139,40,89,569750.0,138850.0,10400089,4,0,4,0,0,0,0,138850.0,569750.0,139,3,2,2,0,3,1,4,3,3,2,1,0,0.0,0.0,0.0,0,0.25,0.0,9.25,6.0,8.0,11.0,9.0,5
140,140,40,90,569850.0,138850.0,10400090,4,0,4,0,0,0,0,138850.0,569850.0,140,3,2,2,0,3,1,4,3,3,2,1,1,0.0,0.0,0.0,0,0.25,0.0,9.25,6.0,8.0,11.0,9.0,6
141,141,40,91,569950.0,138850.0,10400091,3,0,4,0,0,0,0,138850.0,569950.0,141,2,2,2,0,3,1,4,3,3,2,1,1,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,7.0,11.0,8.0,6
142,142,40,92,570050.0,138850.0,10400092,3,0,4,0,0,0,0,138850.0,570050.0,142,2,2,2,1,3,2,4,3,3,2,1,1,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,8.0,11.0,8.0,6
143,143,40,93,570150.0,138850.0,10400093,2,0,4,0,0,0,0,138850.0,570150.0,143,2,2,2,1,3,2,4,3,3,2,1,2,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,7.0,11.0,7.0,7
144,144,40,94,570250.0,138850.0,10400094,2,0,4,0,0,0,0,138850.0,570250.0,144,2,2,2,1,3,2,4,3,3,2,1,2,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,7.0,11.0,7.0,7
145,145,40,95,570350.0,138850.0,10400095,2,0,4,0,0,0,0,138850.0,570350.0,145,1,2,3,1,3,2,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,7.0,11.0,8.0,7
146,146,40,96,570450.0,138850.0,10400096,1,0,4,0,0,0,0,138850.0,570450.0,146,1,2,3,1,3,3,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,4.0,8.0,7.0,11.0,7.0,7
147,147,40,97,570550.0,138850.0,10400097,1,0,4,0,0,0,0,138850.0,570550.0,147,1,3,3,1,2,3,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,6.0,11.0,7.0,7
148,148,40,98,570650.0,138850.0,10400098,1,0,4,0,0,0,0,138850.0,570650.0,148,1,3,3,1,2,3,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,6.0,11.0,7.0,7
149,149,40,99,570750.0,138850.0,10400099,1,0,4,0,0,0,0,138850.0,570750.0,149,1,3,3,1,2,3,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,6.0,11.0,7.0,7
150,150,40,100,570850.0,138850.0,10400100,1,0,4,0,0,0,0,138850.0,570850.0,150,1,3,3,1,2,3,4,3,3,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,6.0,11.0,7.0,7
151,151,40,101,570950.0,138850.0,10400101,2,0,4,0,0,0,0,138850.0,570950.0,151,1,2,3,1,2,3,4,3,2,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,7.0,11.0,7.0,7
152,152,40,102,571050.0,138850.0,10400102,2,0,4,0,0,0,0,138850.0,571050.0,152,1,2,3,1,2,3,4,3,2,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,7.0,11.0,7.0,7
153,153,40,103,571150.0,138850.0,10400103,2,0,4,0,0,0,0,138850.0,571150.0,153,1,2,3,1,2,3,4,3,2,3,1,2,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,7.0,11.0,7.0,7
154,154,40,104,571250.0,138850.0,10400104,3,0,4,0,0,0,0,138850.0,571250.0,154,1,2,3,1,2,3,4,3,2,3,1,2,0.0,0.0,0.0,0,0.0,0.0,6.0,8.0,8.0,11.0,8.0,7
155,155,40,105,571350.0,138850.0,10400105,3,0,4,0,0,0,0,138850.0,571350.0,155,1,2,3,1,2,3,4,3,2,3,1,2,0.0,0.0,0.0,0,0.0,0.0,6.0,8.0,8.0,11.0,8.0,7
156,156,40,106,571450.0,138850.0,10400106,4,0,4,0,0,0,0,138850.0,571450.0,156,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
157,157,40,107,571550.0,138850.0,10400107,4,0,4,0,0,0,0,138850.0,571550.0,157,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
158,158,40,108,571650.0,138850.0,10400108,4,0,4,0,0,0,0,138850.0,571650.0,158,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
159,159,40,109,571750.0,138850.0,10400109,4,0,4,0,0,0,0,138850.0,571750.0,159,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
160,160,40,110,571850.0,138850.0,10400110,4,0,4,0,0,0,0,138850.0,571850.0,160,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
161,161,40,111,571950.0,138850.0,10400111,4,0,4,0,0,0,0,138850.0,571950.0,161,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
162,162,40,112,572050.0,138850.0,10400112,4,0,4,0,0,0,0,138850.0,572050.0,162,2,2,3,1,2,3,4,3,2,3,2,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,9.0,11.0,9.0,8
163,163,40,113,572150.0,138850.0,10400113,4,0,4,0,0,0,0,138850.0,572150.0,163,3,2,3,1,2,3,4,3,3,3,2,2,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,9.0,11.0,10.0,8
164,164,41,32,564050.0,138750.0,10410032,4,0,4,0,0,0,0,138750.0,564050.0,164,3,2,2,1,3,2,4,3,3,2,2,2,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,9.0,8
165,165,41,33,564150.0,138750.0,10410033,4,0,4,0,0,0,0,138750.0,564150.0,165,3,2,2,1,3,2,4,3,3,2,2,2,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,9.0,8
166,166,41,34,564250.0,138750.0,10410034,4,0,4,0,0,0,0,138750.0,564250.0,166,3,2,2,1,3,2,4,3,3,2,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,9.0,7
167,167,41,35,564350.0,138750.0,10410035,4,0,4,0,0,0,0,138750.0,564350.0,167,3,2,2,1,3,2,4,3,3,2,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,9.0,7
168,168,41,36,564450.0,138750.0,10410036,4,0,4,0,0,0,0,138750.0,564450.0,168,3,2,3,2,3,2,4,3,3,2,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,7
169,169,41,37,564550.0,138750.0,10410037,4,0,4,0,0,0,0,138750.0,564550.0,169,3,2,3,2,3,2,4,3,3,2,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,7
170,170,41,38,564650.0,138750.0,10410038,4,0,4,0,0,0,0,138750.0,564650.0,170,3,2,3,2,3,2,4,3,2,2,1,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,8.0,6
171,171,41,39,564750.0,138750.0,10410039,4,0,4,0,0,0,0,138750.0,564750.0,171,3,2,3,2,3,2,4,3,2,2,1,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,8.0,6
172,172,41,40,564850.0,138750.0,10410040,4,0,4,0,0,0,0,138750.0,564850.0,172,3,2,3,2,3,3,4,3,2,2,1,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,10.0,11.0,8.0,6
173,173,41,41,564950.0,138750.0,10410041,4,0,4,0,0,0,0,138750.0,564950.0,173,2,2,3,2,3,3,4,3,2,2,1,1,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,10.0,11.0,8.0,6
174,174,41,42,565050.0,138750.0,10410042,4,0,4,0,0,0,0,138750.0,565050.0,174,2,2,3,2,3,3,4,3,2,2,1,1,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,10.0,11.0,8.0,6
175,175,41,43,565150.0,138750.0,10410043,3,0,4,0,0,0,0,138750.0,565150.0,175,2,2,3,2,3,3,4,3,1,2,1,1,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,6.0,6
176,176,41,44,565250.0,138750.0,10410044,3,0,4,0,0,0,0,138750.0,565250.0,176,2,2,4,2,3,3,4,3,1,2,1,1,0.0,0.0,0.0,0,0.0,0.0,7.0,10.0,9.0,11.0,6.0,6
177,177,41,45,565350.0,138750.0,10410045,3,0,4,0,0,0,0,138750.0,565350.0,177,2,2,4,2,3,2,4,3,1,2,1,1,0.0,0.0,0.0,0,0.0,0.0,7.0,10.0,8.0,11.0,6.0,6
178,178,41,46,565450.0,138750.0,10410046,2,0,4,0,0,0,0,138750.0,565450.0,178,1,2,4,2,3,2,4,3,0,2,1,1,0.0,0.0,0.0,0,0.0,0.0,5.0,10.0,7.0,11.0,4.0,6
179,179,41,47,565550.0,138750.0,10410047,2,0,4,0,0,0,0,138750.0,565550.0,179,1,2,3,2,3,2,4,3,0,2,1,1,0.0,0.0,0.0,0,0.0,0.0,5.0,9.0,7.0,11.0,4.0,6
180,180,41,48,565650.0,138750.0,10410048,2,0,4,0,0,0,0,138750.0,565650.0,180,1,1,3,2,3,3,4,3,0,2,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,9.0,8.0,11.0,4.0,6
181,181,41,49,565750.0,138750.0,10410049,2,0,4,0,0,0,0,138750.0,565750.0,181,1,1,3,3,3,3,4,3,0,2,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,10.0,8.0,11.0,4.0,6
182,182,41,50,565850.0,138750.0,10410050,2,0,4,0,0,0,0,138750.0,565850.0,182,1,1,3,3,2,3,4,3,0,2,1,1,0.0,0.0,0.0,0,0.25,0.0,4.25,10.0,7.0,11.0,4.0,6
183,183,41,51,565950.0,138750.0,10410051,2,0,4,0,0,0,0,138750.0,565950.0,183,1,1,2,3,2,3,4,3,0,2,1,0,0.0,0.0,0.0,0,0.75,0.0,4.75,9.0,7.0,11.0,4.0,5
184,184,41,52,566050.0,138750.0,10410052,2,0,4,0,0,0,0,138750.0,566050.0,184,1,1,2,3,2,3,4,3,0,2,1,0,0.0,0.0,0.0,0,0.75,0.0,4.75,9.0,7.0,11.0,4.0,5
185,185,41,53,566150.0,138750.0,10410053,3,0,4,0,0,0,0,138750.0,566150.0,185,1,1,2,3,2,3,4,3,1,3,1,0,0.0,0.0,0.0,0,0.75,0.0,5.75,9.0,8.0,11.0,7.0,5
186,186,41,54,566250.0,138750.0,10410054,3,0,3,0,0,0,0,138750.0,566250.0,186,1,1,2,3,2,3,4,3,1,3,1,0,0.0,0.0,0.0,0,0.75,0.0,5.75,8.0,8.0,10.0,7.0,4
187,187,41,55,566350.0,138750.0,10410055,3,0,3,0,0,0,0,138750.0,566350.0,187,1,1,2,3,2,3,4,3,1,4,1,0,0.0,0.0,0.0,0,0.25,0.0,5.25,8.0,8.0,10.0,8.0,4
188,188,41,56,566450.0,138750.0,10410056,2,0,2,0,0,0,0,138750.0,566450.0,188,0,1,2,3,2,3,4,3,2,4,1,0,0.0,0.0,0.0,0,0.0,0.0,3.0,7.0,7.0,9.0,8.0,3
189,189,41,57,566550.0,138750.0,10410057,2,0,2,0,0,0,0,138750.0,566550.0,189,0,1,2,3,2,3,4,3,2,4,1,0,0.0,0.0,0.0,0,0.0,0.0,3.0,7.0,7.0,9.0,8.0,3
190,190,41,58,566650.0,138750.0,10410058,1,0,1,0,0,0,0,138750.0,566650.0,190,0,1,2,3,2,2,4,3,2,4,1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,5.0,8.0,7.0,2
191,191,41,59,566750.0,138750.0,10410059,1,0,1,0,0,0,0,138750.0,566750.0,191,0,1,2,3,2,2,4,3,2,4,1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,5.0,8.0,7.0,2
192,192,41,60,566850.0,138750.0,10410060,1,0,1,0,0,0,0,138750.0,566850.0,192,0,1,3,3,2,2,4,3,2,4,1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,7.0,5.0,8.0,7.0,2
193,193,41,61,566950.0,138750.0,10410061,0,0,0,0,0,0,0,138750.0,566950.0,193,0,1,3,2,2,2,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,4.0,7.0,5.0,1
194,194,41,62,567050.0,138750.0,10410062,0,0,0,0,0,0,0,138750.0,567050.0,194,0,1,3,2,2,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,3.0,7.0,5.0,1
195,195,41,63,567150.0,138750.0,10410063,1,0,1,0,0,0,0,138750.0,567150.0,195,0,2,2,2,2,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,3.0,5.0,4.0,8.0,6.0,2
196,196,41,64,567250.0,138750.0,10410064,0,0,1,0,0,0,0,138750.0,567250.0,196,1,3,1,2,2,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,3.0,8.0,5.0,2
197,197,41,65,567350.0,138750.0,10410065,0,0,2,0,0,0,0,138750.0,567350.0,197,2,3,1,2,2,1,4,3,1,4,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,3.0,9.0,5.0,3
198,198,41,66,567450.0,138750.0,10410066,0,0,2,0,0,0,0,138750.0,567450.0,198,2,3,2,2,2,1,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,6.0,3.0,9.0,4.0,3
199,199,41,67,567550.0,138750.0,10410067,1,0,2,0,0,0,0,138750.0,567550.0,199,3,2,3,1,2,1,4,3,1,3,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,4.0,9.0,5.0,3
200,200,41,68,567650.0,138750.0,10410068,1,0,3,0,0,0,0,138750.0,567650.0,200,3,1,4,0,2,0,4,3,1,2,1,0,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,3.0,10.0,4.0,4
201,201,41,69,567750.0,138750.0,10410069,2,0,3,0,0,0,0,138750.0,567750.0,201,3,1,4,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,1.0,6.0,8.0,4.0,10.0,6.0,4
202,202,41,70,567850.0,138750.0,10410070,2,0,4,0,0,0,0,138750.0,567850.0,202,4,1,4,0,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,1.0,7.0,9.0,4.0,11.0,6.0,5
203,203,41,71,567950.0,138750.0,10410071,2,0,4,0,0,0,0,138750.0,567950.0,203,4,1,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,1.75,1.0,8.75,9.0,3.0,11.0,6.0,5
204,204,41,72,568050.0,138750.0,10410072,3,0,4,0,0,0,0,138750.0,568050.0,204,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
205,205,41,73,568150.0,138750.0,10410073,3,0,4,0,0,0,0,138750.0,568150.0,205,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
206,206,41,74,568250.0,138750.0,10410074,3,0,4,0,0,0,0,138750.0,568250.0,206,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
207,207,41,75,568350.0,138750.0,10410075,3,0,4,0,0,0,0,138750.0,568350.0,207,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,1.75,1.75,8.75,9.75,4.0,11.0,7.0,5
208,208,41,76,568450.0,138750.0,10410076,3,0,4,0,0,0,0,138750.0,568450.0,208,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,2.25,0.0,9.25,8.0,4.0,11.0,7.0,5
209,209,41,77,568550.0,138750.0,10410077,3,0,4,0,0,0,0,138750.0,568550.0,209,4,0,4,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,8.0,4.0,11.0,7.0,5
210,210,41,78,568650.0,138750.0,10410078,3,0,4,0,0,0,0,138750.0,568650.0,210,4,0,1,0,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,5.0,4.0,11.0,7.0,5
211,211,41,79,568750.0,138750.0,10410079,3,0,4,0,0,0,0,138750.0,568750.0,211,4,0,1,1,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,4.0,11.0,7.0,5
212,212,41,80,568850.0,138750.0,10410080,4,0,4,0,0,0,0,138750.0,568850.0,212,4,0,1,1,1,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,5.0,11.0,8.0,5
213,213,41,81,568950.0,138750.0,10410081,4,0,4,0,0,0,0,138750.0,568950.0,213,4,0,1,2,1,0,4,3,2,1,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,5.0,11.0,7.0,5
214,214,41,82,569050.0,138750.0,10410082,4,0,4,0,0,0,0,138750.0,569050.0,214,4,1,1,2,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,6.0,11.0,8.0,5
215,215,41,83,569150.0,138750.0,10410083,4,0,4,0,0,0,0,138750.0,569150.0,215,4,1,1,2,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,6.0,11.0,8.0,5
216,216,41,84,569250.0,138750.0,10410084,4,0,4,0,0,0,0,138750.0,569250.0,216,4,1,1,1,2,0,4,3,2,2,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,6.0,11.0,8.0,5
217,217,41,85,569350.0,138750.0,10410085,4,0,4,0,0,0,0,138750.0,569350.0,217,3,1,1,0,2,0,4,3,3,2,1,0,0.0,0.0,0.0,0,0.0,0.25,8.0,5.25,6.0,11.0,9.0,5
