FID,Shape,row,col,Easting,Northing,Smw_fscore,Sew_fscore,cr_Spcs_fscore,tec99_Spcs_fscore,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score
575,Point,46,33,564150,138250,4,0,0.0,0,0,3,2.0,2,2.0,3,2.0,4,3.0,3,2.0,2,2.0
576,Point,46,34,564250,138250,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
577,Point,46,35,564350,138250,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
578,Point,46,36,564450,138250,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
579,Point,46,37,564550,138250,4,0,0.0,0,0,3,2.0,3,2.0,3,3.0,4,3.0,2,2.0,1,2.0
580,Point,46,38,564650,138250,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
581,Point,46,39,564750,138250,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
582,Point,46,40,564850,138250,4,0,0.0,0,0,2,1.0,3,2.0,3,2.0,4,3.0,2,2.0,1,2.0
583,Point,46,41,564950,138250,4,0,0.0,0,0,1,1.0,3,2.0,3,2.0,4,3.0,1,2.0,1,2.0
584,Point,46,42,565050,138250,3,0,0.0,0,0,1,1.0,3,2.0,3,2.0,4,3.0,1,2.0,0,2.0
585,Point,46,43,565150,138250,3,0,0.0,0,0,1,1.0,3,2.0,2,2.0,4,3.0,1,2.0,0,2.0
586,Point,46,44,565250,138250,2,0,0.0,0,0,1,2.0,3,3.0,2,2.0,4,3.0,0,3.0,0,2.0
587,Point,46,45,565350,138250,2,0,0.0,0,0,1,2.0,2,3.0,2,3.0,4,3.0,0,3.0,0,2.0
588,Point,46,46,565450,138250,1,0,0.0,0,0,1,2.0,1,3.0,2,3.0,4,3.0,0,3.0,0,2.0
589,Point,46,47,565550,138250,1,0,0.0,0,0,1,3.0,1,3.0,2,3.0,4,3.0,0,4.0,0,2.0
590,Point,46,48,565650,138250,0,0,0.0,0,0,0,3.0,1,3.0,2,3.0,4,3.0,0,4.0,0,2.0
591,Point,46,49,565750,138250,0,0,0.0,0,0,0,3.0,1,3.0,2,4.0,4,3.0,0,4.0,0,2.0
592,Point,46,50,565850,138250,0,0,0.0,0,0,0,3.0,1,3.0,2,4.0,4,3.0,1,4.0,0,2.0
593,Point,46,51,565950,138250,0,0,0.0,0,0,0,3.0,1,3.0,2,4.0,4,3.0,3,4.0,0,2.0
594,Point,46,52,566050,138250,1,0,0.0,0,0,0,3.0,1,3.0,1,4.0,4,3.0,3,4.0,0,2.0
595,Point,46,53,566150,138250,1,0,0.0,0,0,0,2.0,0,3.0,1,4.0,4,3.0,3,4.0,0,1.0
596,Point,46,54,566250,138250,1,0,0.0,0,0,0,1.0,0,3.0,1,3.0,4,3.0,4,4.0,0,1.0
597,Point,46,55,566350,138250,1,0,0.0,0,0,0,1.0,0,4.0,1,3.0,4,3.0,4,4.0,0,1.0
598,Point,46,56,566450,138250,0,0,0.0,0,0,0,1.0,0,4.0,1,3.0,4,3.0,4,4.0,0,0.0
599,Point,46,57,566550,138250,0,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
600,Point,46,58,566650,138250,1,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
601,Point,46,59,566750,138250,1,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
602,Point,46,60,566850,138250,2,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
603,Point,46,61,566950,138250,2,0,0.0,0,0,0,1.0,0,4.0,1,1.0,4,3.0,4,4.0,0,0.0
604,Point,46,62,567050,138250,2,0,0.0,0,0,1,2.0,0,4.0,1,1.0,4,3.0,4,4.0,0,0.0
605,Point,46,63,567150,138250,2,0,0.0,0,0,1,2.0,0,4.0,1,1.0,0,3.0,4,4.0,0,0.0
606,Point,46,64,567250,138250,2,0,0.0,0,0,2,2.0,0,4.0,1,1.0,0,4.0,4,4.0,0,0.0
607,Point,46,65,567350,138250,1,0,0.0,0,0,3,1.0,0,3.0,1,1.0,0,4.0,4,4.0,0,0.0
608,Point,46,66,567450,138250,2,0,0.0,0,0,3,1.0,1,3.0,1,0.0,0,4.0,3,4.0,0,0.0
609,Point,46,67,567550,138250,2,0,0.0,0,0,3,1.0,1,2.0,1,0.0,0,4.0,3,4.0,0,0.0
610,Point,46,68,567650,138250,2,0,0.0,0,0,3,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
611,Point,46,69,567750,138250,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
612,Point,46,70,567850,138250,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,4.0,2,3.0,0,0.0
613,Point,46,71,567950,138250,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,0.0,1,3.0,0,0.0
614,Point,46,72,568050,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,1,3.0,0,0.0
615,Point,46,73,568150,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
616,Point,46,74,568250,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,3.0,0,0.0
617,Point,46,75,568350,138250,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
618,Point,46,76,568450,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,3.0,0,2.0,0,0.0
619,Point,46,77,568550,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,4.0,0,2.0,0,0.0
620,Point,46,78,568650,138250,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,4.0,1,2.0,0,0.0
621,Point,46,79,568750,138250,2,0,0.0,0,0,4,0.0,1,0.0,0,0.0,0,0.0,1,2.0,0,0.0
622,Point,46,80,568850,138250,2,0,0.0,0,0,4,0.0,1,2.0,1,0.0,0,0.0,1,2.0,0,0.0
623,Point,46,81,568950,138250,2,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,1,2.0,0,0.0
624,Point,46,82,569050,138250,3,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,2,2.0,1,0.0
625,Point,46,83,569150,138250,3,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,2,2.0,1,0.0
626,Point,46,84,569250,138250,4,0,0.0,0,0,3,0.0,0,3.0,1,0.0,0,3.0,2,2.0,1,0.0
627,Point,46,85,569350,138250,4,0,0.0,0,0,3,0.0,0,3.0,2,0.0,0,3.0,2,2.0,1,0.0
628,Point,46,86,569450,138250,4,0,0.0,0,0,3,1.0,0,3.0,2,0.0,0,3.0,2,2.0,1,0.0
629,Point,46,87,569550,138250,4,0,0.0,0,0,3,1.0,0,3.0,2,1.0,4,3.0,3,2.0,0,0.0
630,Point,46,88,569650,138250,4,0,0.0,0,0,3,1.0,0,3.0,2,1.0,4,3.0,3,2.0,0,0.0
631,Point,46,89,569750,138250,4,0,0.0,0,0,3,1.0,0,3.0,2,1.0,4,3.0,3,2.0,0,1.0
632,Point,46,90,569850,138250,4,0,0.0,0,0,3,1.0,0,3.0,3,1.0,4,3.0,3,2.0,0,1.0
633,Point,46,91,569950,138250,4,0,0.0,0,0,3,1.0,1,2.0,3,1.0,4,3.0,3,3.0,0,2.0
634,Point,46,92,570050,138250,4,0,0.0,0,0,3,1.0,1,2.0,3,1.0,4,3.0,3,3.0,0,3.0
635,Point,46,93,570150,138250,4,0,0.0,0,0,2,1.0,1,2.0,3,2.0,4,3.0,3,3.0,0,3.0
636,Point,46,94,570250,138250,4,0,0.0,0,0,2,1.0,1,2.0,2,2.0,4,3.0,3,3.0,0,3.0
637,Point,46,95,570350,138250,4,0,0.0,0,0,2,1.0,1,2.0,2,2.0,4,3.0,3,3.0,0,3.0
638,Point,46,96,570450,138250,4,0,0.0,0,0,2,1.0,1,2.0,2,2.0,4,3.0,2,3.0,0,3.0
639,Point,46,97,570550,138250,4,0,0.0,0,0,1,1.0,1,2.0,2,3.0,4,3.0,2,3.0,0,3.0
640,Point,46,98,570650,138250,4,0,0.0,0,0,1,1.0,1,1.0,2,3.0,4,3.0,2,3.0,0,3.0
641,Point,46,99,570750,138250,3,0,0.0,0,0,1,1.0,1,1.0,1,3.0,4,3.0,2,3.0,0,3.0
642,Point,46,100,570850,138250,3,0,0.0,0,0,1,1.0,2,1.0,1,2.0,4,3.0,2,3.0,0,3.0
643,Point,46,101,570950,138250,2,0,0.0,0,0,1,1.0,2,1.0,1,2.0,4,3.0,1,3.0,0,3.0
644,Point,46,102,571050,138250,2,0,0.0,0,0,1,2.0,3,1.0,1,2.0,4,3.0,1,4.0,0,3.0
645,Point,46,103,571150,138250,2,0,0.0,0,0,1,2.0,3,1.0,0,2.0,4,3.0,1,4.0,1,3.0
646,Point,46,104,571250,138250,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,1,4.0,1,3.0
647,Point,46,105,571350,138250,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
648,Point,46,106,571450,138250,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
649,Point,46,107,571550,138250,1,0,0.0,0,0,1,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
650,Point,46,108,571650,138250,1,0,0.0,0,0,1,3.0,3,1.0,0,1.0,4,3.0,1,4.0,2,3.0
651,Point,46,109,571750,138250,1,0,0.0,0,0,1,3.0,3,1.0,0,1.0,4,3.0,1,4.0,2,3.0
652,Point,46,110,571850,138250,2,0,0.0,0,0,1,3.0,3,1.0,1,2.0,4,3.0,1,4.0,2,3.0
653,Point,46,111,571950,138250,2,0,0.0,0,0,2,3.0,3,1.0,1,2.0,4,3.0,1,3.0,2,3.0
654,Point,46,112,572050,138250,3,0,0.0,0,0,2,3.0,3,1.0,1,2.0,4,3.0,2,3.0,2,3.0
655,Point,46,113,572150,138250,3,0,0.0,0,0,2,2.0,3,1.0,1,3.0,4,3.0,2,3.0,2,2.0
656,Point,47,32,564050,138150,4,0,0.0,0,0,3,2.0,2,1.0,3,2.0,4,3.0,3,2.0,2,2.0
657,Point,47,33,564150,138150,4,0,0.0,0,0,3,2.0,2,2.0,3,2.0,4,3.0,3,2.0,2,2.0
658,Point,47,34,564250,138150,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
659,Point,47,35,564350,138150,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
660,Point,47,36,564450,138150,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,1,2.0
661,Point,47,37,564550,138150,4,0,0.0,0,0,3,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
662,Point,47,38,564650,138150,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
663,Point,47,39,564750,138150,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
664,Point,47,40,564850,138150,4,0,0.0,0,0,2,1.0,3,2.0,3,2.0,4,3.0,2,2.0,1,2.0
665,Point,47,41,564950,138150,4,0,0.0,0,0,1,1.0,3,2.0,3,2.0,4,3.0,2,2.0,1,2.0
666,Point,47,42,565050,138150,3,0,0.0,0,0,1,1.0,3,2.0,2,2.0,4,3.0,1,2.0,0,2.0
667,Point,47,43,565150,138150,3,0,0.0,0,0,1,1.0,3,2.0,2,2.0,4,3.0,1,3.0,0,2.0
668,Point,47,44,565250,138150,2,0,0.0,0,0,1,1.0,2,3.0,2,2.0,4,3.0,1,3.0,0,2.0
669,Point,47,45,565350,138150,2,0,0.0,0,0,1,2.0,1,3.0,2,3.0,4,3.0,1,3.0,0,2.0
670,Point,47,46,565450,138150,1,0,0.0,0,0,1,2.0,1,3.0,2,3.0,4,3.0,0,4.0,0,2.0
671,Point,47,47,565550,138150,1,0,0.0,0,0,0,2.0,1,3.0,2,3.0,4,3.0,1,4.0,0,2.0
672,Point,47,48,565650,138150,0,0,0.0,0,0,0,3.0,1,3.0,2,3.0,4,3.0,1,4.0,0,3.0
673,Point,47,49,565750,138150,0,0,0.0,0,0,0,3.0,1,3.0,2,4.0,4,3.0,2,4.0,0,3.0
674,Point,47,50,565850,138150,0,0,0.0,0,0,0,3.0,1,3.0,1,4.0,4,3.0,3,4.0,0,3.0
675,Point,47,51,565950,138150,1,0,0.0,0,0,0,3.0,0,3.0,1,4.0,4,3.0,3,4.0,0,3.0
676,Point,47,52,566050,138150,1,0,0.0,0,0,0,3.0,0,4.0,1,4.0,4,3.0,4,4.0,0,2.0
677,Point,47,53,566150,138150,1,0,0.0,0,0,0,3.0,0,4.0,1,3.0,4,3.0,4,4.0,0,2.0
678,Point,47,54,566250,138150,1,0,0.0,0,0,0,2.0,0,4.0,1,3.0,4,3.0,4,4.0,0,1.0
679,Point,47,55,566350,138150,0,0,0.0,0,0,0,1.0,0,4.0,1,3.0,4,3.0,4,4.0,0,1.0
680,Point,47,56,566450,138150,0,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,1.0
681,Point,47,57,566550,138150,0,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
682,Point,47,58,566650,138150,0,0,0.0,0,0,0,1.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
683,Point,47,59,566750,138150,1,0,0.0,0,0,0,2.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
684,Point,47,60,566850,138150,1,0,0.0,0,0,0,1.0,0,4.0,1,1.0,4,3.0,3,4.0,0,0.0
685,Point,47,61,566950,138150,2,0,0.0,0,0,0,1.0,0,4.0,1,1.0,4,3.0,3,4.0,0,0.0
686,Point,47,62,567050,138150,2,0,0.0,0,0,1,2.0,0,4.0,1,1.0,0,3.0,3,4.0,0,0.0
687,Point,47,63,567150,138150,2,0,0.0,0,0,1,2.0,0,4.0,1,1.0,0,4.0,3,4.0,0,0.0
688,Point,47,64,567250,138150,2,0,0.0,0,0,2,1.0,0,4.0,1,1.0,0,4.0,3,4.0,0,0.0
689,Point,47,65,567350,138150,2,0,0.0,0,0,3,1.0,0,4.0,1,1.0,0,4.0,3,4.0,0,0.0
690,Point,47,66,567450,138150,2,0,0.0,0,0,3,1.0,0,3.0,1,0.0,0,4.0,3,4.0,0,0.0
691,Point,47,67,567550,138150,2,0,0.0,0,0,3,0.0,1,2.0,1,0.0,0,4.0,3,4.0,0,0.0
692,Point,47,68,567650,138150,2,0,0.0,0,0,3,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
693,Point,47,69,567750,138150,3,0,0.0,0,0,3,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
694,Point,47,70,567850,138150,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
695,Point,47,71,567950,138150,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,0.0,2,3.0,0,0.0
696,Point,47,72,568050,138150,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,1,3.0,0,0.0
697,Point,47,73,568150,138150,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,3.0,0,0.0
698,Point,47,74,568250,138150,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,3.0,0,0.0
699,Point,47,75,568350,138150,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
700,Point,47,76,568450,138150,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
701,Point,47,77,568550,138150,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,4.0,0,2.0,0,0.0
702,Point,47,78,568650,138150,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,4.0,0,2.0,0,0.0
703,Point,47,79,568750,138150,1,0,0.0,0,0,4,0.0,1,0.0,0,0.0,0,0.0,1,2.0,0,0.0
704,Point,47,80,568850,138150,2,0,0.0,0,0,4,0.0,0,2.0,1,0.0,0,0.0,1,2.0,0,0.0
705,Point,47,81,568950,138150,2,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,1,2.0,0,0.0
706,Point,47,82,569050,138150,3,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,2,2.0,0,0.0
707,Point,47,83,569150,138150,3,0,0.0,0,0,3,0.0,0,3.0,1,0.0,0,0.0,2,2.0,0,0.0
708,Point,47,84,569250,138150,3,0,0.0,0,0,3,0.0,0,3.0,1,0.0,0,0.0,2,2.0,1,0.0
709,Point,47,85,569350,138150,4,0,0.0,0,0,3,0.0,0,3.0,2,0.0,0,3.0,2,2.0,0,0.0
710,Point,47,86,569450,138150,4,0,0.0,0,0,3,0.0,0,4.0,2,0.0,0,3.0,2,2.0,0,0.0
711,Point,47,87,569550,138150,4,0,0.0,0,0,3,1.0,0,4.0,2,1.0,0,3.0,3,2.0,0,0.0
712,Point,47,88,569650,138150,4,0,0.0,0,0,3,1.0,0,3.0,2,1.0,4,3.0,3,2.0,0,1.0
713,Point,47,89,569750,138150,3,0,0.0,0,0,3,1.0,0,3.0,2,1.0,4,3.0,3,2.0,0,1.0
714,Point,47,90,569850,138150,3,0,0.0,0,0,3,1.0,0,3.0,3,1.0,4,3.0,3,2.0,0,2.0
715,Point,47,91,569950,138150,3,0,0.0,0,0,2,1.0,0,3.0,3,1.0,4,3.0,3,3.0,0,3.0
716,Point,47,92,570050,138150,3,0,0.0,0,0,2,1.0,0,3.0,3,1.0,4,3.0,3,3.0,0,3.0
717,Point,47,93,570150,138150,3,0,0.0,0,0,2,1.0,0,3.0,3,2.0,4,3.0,3,3.0,0,3.0
718,Point,47,94,570250,138150,3,0,0.0,0,0,2,1.0,0,3.0,2,2.0,4,3.0,3,3.0,0,3.0
719,Point,47,95,570350,138150,4,0,0.0,0,0,2,1.0,1,3.0,2,2.0,4,3.0,2,3.0,0,3.0
720,Point,47,96,570450,138150,4,0,0.0,0,0,2,1.0,1,2.0,2,2.0,4,3.0,2,3.0,0,3.0
721,Point,47,97,570550,138150,4,0,0.0,0,0,1,1.0,1,2.0,2,2.0,4,3.0,2,3.0,0,3.0
722,Point,47,98,570650,138150,4,0,0.0,0,0,1,1.0,1,2.0,1,3.0,4,3.0,2,3.0,0,3.0
723,Point,47,99,570750,138150,3,0,0.0,0,0,1,1.0,1,1.0,1,2.0,4,3.0,2,3.0,0,3.0
724,Point,47,100,570850,138150,3,0,0.0,0,0,1,1.0,1,1.0,1,2.0,4,3.0,2,3.0,0,3.0
725,Point,47,101,570950,138150,2,0,0.0,0,0,1,1.0,2,1.0,1,2.0,4,3.0,1,4.0,0,3.0
726,Point,47,102,571050,138150,2,0,0.0,0,0,1,2.0,3,1.0,0,1.0,4,3.0,1,4.0,0,3.0
727,Point,47,103,571150,138150,1,0,0.0,0,0,0,2.0,3,1.0,0,1.0,4,3.0,1,4.0,0,3.0
728,Point,47,104,571250,138150,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
729,Point,47,105,571350,138150,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
730,Point,47,106,571450,138150,0,0,0.0,0,0,0,3.0,3,1.0,0,0.0,4,3.0,0,4.0,1,3.0
731,Point,47,107,571550,138150,0,0,0.0,0,0,0,4.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
732,Point,47,108,571650,138150,1,0,0.0,0,0,0,3.0,3,1.0,0,1.0,4,3.0,0,4.0,1,3.0
733,Point,47,109,571750,138150,1,0,0.0,0,0,1,3.0,3,1.0,0,1.0,4,3.0,0,4.0,2,3.0
734,Point,47,110,571850,138150,2,0,0.0,0,0,1,3.0,3,1.0,0,1.0,4,3.0,1,4.0,2,3.0
735,Point,47,111,571950,138150,2,0,0.0,0,0,1,3.0,3,1.0,1,2.0,4,3.0,1,4.0,2,3.0
736,Point,47,112,572050,138150,3,0,0.0,0,0,2,3.0,3,1.0,1,2.0,4,3.0,1,3.0,2,3.0
737,Point,47,113,572150,138150,3,0,0.0,0,0,2,3.0,3,1.0,1,2.0,4,3.0,2,3.0,2,3.0
738,Point,48,32,564050,138050,4,0,0.0,0,0,3,2.0,2,1.0,3,2.0,4,3.0,3,2.0,2,2.0
739,Point,48,33,564150,138050,4,0,0.0,0,0,3,2.0,2,2.0,3,2.0,4,3.0,3,2.0,2,2.0
740,Point,48,34,564250,138050,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,3.0
741,Point,48,35,564350,138050,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,3.0
742,Point,48,36,564450,138050,4,0,0.0,0,0,3,2.0,3,2.0,2,2.0,4,3.0,3,2.0,1,3.0
743,Point,48,37,564550,138050,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,3.0
744,Point,48,38,564650,138050,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,3.0
745,Point,48,39,564750,138050,4,0,0.0,0,0,2,1.0,3,2.0,3,2.0,4,3.0,2,2.0,1,3.0
746,Point,48,40,564850,138050,4,0,0.0,0,0,1,1.0,3,2.0,3,2.0,4,3.0,2,2.0,1,2.0
747,Point,48,41,564950,138050,4,0,0.0,0,0,1,1.0,3,2.0,2,2.0,4,3.0,2,2.0,0,2.0
748,Point,48,42,565050,138050,3,0,0.0,0,0,1,1.0,3,2.0,2,2.0,4,3.0,2,3.0,0,2.0
749,Point,48,43,565150,138050,3,0,0.0,0,0,1,1.0,3,3.0,2,2.0,4,3.0,1,3.0,0,2.0
750,Point,48,44,565250,138050,2,0,0.0,0,0,1,1.0,2,3.0,2,3.0,4,3.0,1,3.0,0,2.0
751,Point,48,45,565350,138050,2,0,0.0,0,0,1,2.0,1,3.0,2,3.0,4,3.0,1,4.0,0,3.0
752,Point,48,46,565450,138050,1,0,0.0,0,0,1,2.0,1,3.0,2,3.0,4,3.0,2,4.0,0,3.0
753,Point,48,47,565550,138050,1,0,0.0,0,0,0,2.0,1,3.0,2,3.0,4,3.0,2,4.0,0,3.0
754,Point,48,48,565650,138050,1,0,0.0,0,0,0,3.0,1,3.0,2,3.0,4,3.0,3,4.0,0,3.0
755,Point,48,49,565750,138050,1,0,0.0,0,0,0,3.0,1,3.0,1,3.0,4,3.0,3,4.0,0,3.0
756,Point,48,50,565850,138050,1,0,0.0,0,0,0,3.0,0,3.0,1,3.0,4,3.0,3,4.0,0,3.0
757,Point,48,51,565950,138050,1,0,0.0,0,0,0,3.0,0,4.0,1,3.0,4,3.0,4,4.0,0,3.0
758,Point,48,52,566050,138050,1,0,0.0,0,0,0,3.0,0,4.0,1,3.0,4,3.0,4,4.0,0,3.0
759,Point,48,53,566150,138050,1,0,0.0,0,0,0,3.0,0,4.0,1,3.0,4,3.0,4,4.0,0,2.0
760,Point,48,54,566250,138050,1,0,0.0,0,0,0,3.0,0,4.0,1,2.0,4,3.0,4,4.0,0,2.0
761,Point,48,55,566350,138050,0,0,0.0,0,0,0,2.0,0,4.0,1,2.0,4,3.0,4,4.0,0,1.0
762,Point,48,56,566450,138050,0,0,0.0,0,0,0,2.0,0,4.0,1,2.0,4,3.0,4,4.0,0,1.0
763,Point,48,57,566550,138050,0,0,0.0,0,0,0,2.0,0,4.0,1,2.0,4,3.0,4,4.0,0,0.0
764,Point,48,58,566650,138050,0,0,0.0,0,0,0,2.0,0,4.0,1,1.0,4,3.0,3,4.0,0,0.0
765,Point,48,59,566750,138050,1,0,0.0,0,0,0,1.0,0,4.0,1,1.0,4,3.0,3,4.0,0,0.0
766,Point,48,60,566850,138050,1,0,0.0,0,0,0,1.0,0,0.0,1,1.0,4,3.0,3,4.0,0,0.0
767,Point,48,61,566950,138050,2,0,0.0,0,0,0,1.0,0,4.0,1,1.0,4,3.0,3,4.0,0,0.0
768,Point,48,62,567050,138050,2,0,0.0,0,0,1,1.0,0,4.0,1,1.0,0,4.0,3,4.0,0,0.0
769,Point,48,63,567150,138050,2,0,0.0,0,0,1,1.0,0,3.0,1,1.0,0,4.0,1,3.0,0,0.0
770,Point,48,64,567250,138050,2,0,0.0,0,0,2,1.0,0,4.0,1,1.0,0,4.0,0,2.0,0,0.0
771,Point,48,65,567350,138050,2,0,0.0,0,0,3,1.0,0,4.0,1,1.0,0,4.0,0,1.0,0,0.0
772,Point,48,66,567450,138050,2,0,0.0,0,0,3,1.0,0,3.0,1,0.0,0,4.0,0,1.0,0,0.0
773,Point,48,67,567550,138050,2,0,0.0,0,0,3,0.0,1,2.0,1,0.0,0,4.0,0,1.0,0,0.0
774,Point,48,68,567650,138050,2,0,0.0,0,0,3,0.0,4,0.0,1,0.0,4,4.0,2,3.0,0,0.0
775,Point,48,69,567750,138050,2,0,0.0,0,0,3,0.0,4,0.0,1,0.0,4,4.0,3,3.0,0,0.0
776,Point,48,70,567850,138050,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,4.0,2,3.0,0,0.0
777,Point,48,71,567950,138050,2,0,0.0,0,0,4,0.0,4,0.0,1,0.0,4,0.0,2,3.0,0,0.0
778,Point,48,72,568050,138050,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,1,3.0,0,0.0
779,Point,48,73,568150,138050,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,3.0,0,0.0
780,Point,48,74,568250,138050,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,3.0,0,0.0
781,Point,48,75,568350,138050,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
782,Point,48,76,568450,138050,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,0.0,0,2.0,0,0.0
783,Point,48,77,568550,138050,0,0,0.0,0,0,4,0.0,4,0.0,0,0.0,4,4.0,0,2.0,0,0.0
784,Point,48,78,568650,138050,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,4.0,0,2.0,0,0.0
785,Point,48,79,568750,138050,1,0,0.0,0,0,4,0.0,1,0.0,0,0.0,0,0.0,1,2.0,0,0.0
786,Point,48,80,568850,138050,2,0,0.0,0,0,4,0.0,0,2.0,1,0.0,0,0.0,1,2.0,0,0.0
787,Point,48,81,568950,138050,2,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,1,2.0,0,0.0
788,Point,48,82,569050,138050,2,0,0.0,0,0,4,0.0,0,3.0,1,0.0,0,0.0,2,2.0,0,0.0
789,Point,48,83,569150,138050,3,0,0.0,0,0,3,0.0,0,3.0,1,0.0,0,0.0,2,2.0,0,0.0
790,Point,48,84,569250,138050,3,0,0.0,0,0,3,0.0,0,3.0,1,0.0,0,0.0,2,2.0,0,0.0
791,Point,48,85,569350,138050,3,0,0.0,0,0,3,0.0,0,3.0,2,0.0,0,0.0,2,2.0,0,0.0
